#ELM_Instance_Download_Version: 1.4
#ELM_Instance_Download_Date: 2022-03-17 09:28:34.137269
#Origin: asimov
#Type: tsv
#NumInstances: 3934
"Accession"	"ELMType"	"ELMIdentifier"	"ProteinName"	"Primary_Acc"	"Accessions"	"Start"	"End"	"References"	"Methods"	"InstanceLogic"	"PDB"	"Organism"
"ELMI001010"	"DEG"	"DEG_APCC_KENBOX_2"	"BUB1_HUMAN"	"O43683"	"O43683 O43430 O43643 O60626"	"534"	"538"	"17158872"	"mutation analysis; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001011"	"DEG"	"DEG_APCC_KENBOX_2"	"BUB1_HUMAN"	"O43683"	"O43683 O43430 O43643 O60626"	"624"	"628"	"17158872"	"mutation analysis; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001006"	"DEG"	"DEG_APCC_KENBOX_2"	"CDC20_HUMAN"	"Q12834"	"Q12834 B2R6Z6 D3DPJ1 Q5JUY4 Q9BW56 Q9UQI9"	"96"	"100"	"10733526"	"alanine scanning; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001009"	"DEG"	"DEG_APCC_KENBOX_2"	"CDC6_HUMAN"	"Q99741"	"Q99741 Q8TB30"	"80"	"84"	"10995389"	"mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001015"	"DEG"	"DEG_APCC_KENBOX_2"	"CDCA5_HUMAN"	"Q96FF9"	"Q96FF9 A8K625"	"87"	"91"	"15837422"	"mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001008"	"DEG"	"DEG_APCC_KENBOX_2"	"CG22_YEAST"	"P24869"	"P24869 D6W4B8"	"99"	"103"	"11719221"	"mutation analysis; western blot"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001014"	"DEG"	"DEG_APCC_KENBOX_2"	"CIN8_YEAST"	"P27895"	"P27895 D3DLI9"	"931"	"935"	"11694576"	"mutation analysis"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001017"	"DEG"	"DEG_APCC_KENBOX_2"	"CKAP2_HUMAN"	"Q8WWK9"	"Q8WWK9 A2BDE0 A5YM58 Q3KRA5 Q5VXB4 Q8IWV5 Q8IWV6 Q96FH9 Q9H012 Q9H0D0 Q9H988 Q9HC49 Q9NVG4"	"80"	"84"	"17376772"	"mutation analysis; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001007"	"DEG"	"DEG_APCC_KENBOX_2"	"HSL1_YEAST"	"P34244"	"P34244 A2NP40 D6VXI6"	"774"	"778"	"11562348"	"coimmunoprecipitation; mutation analysis"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001012"	"DEG"	"DEG_APCC_KENBOX_2"	"MPIP3_HUMAN"	"P30307"	"P30307 D3DQB8 Q96PL3 Q9H168 Q9H2E8 Q9H2E9 Q9H2F1"	"150"	"154"	"11842186"	"competition binding; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001013"	"DEG"	"DEG_APCC_KENBOX_2"	"PTTG1_HUMAN"	"O95997"	"O95997"	"8"	"12"	"11179223"	"mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001720"	"DEG"	"DEG_APCC_KENBOX_2"	"VE1_BPV1"	"P03116"	"P03116 Q9WMH1"	"27"	"31"	"14963168"	"mutation analysis"	"true positive"	""	"Bovine papillomavirus type 1"
"ELMI002495"	"DEG"	"DEG_APCC_TPR_1"	"AMA1_YEAST"	"P50082"	"P50082 D6VV07 Q96VQ3"	"591"	"593"	"21118994"	"mutation analysis; western blot"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002494"	"DEG"	"DEG_APCC_TPR_1"	"APC10_HUMAN"	"Q9UM13"	"Q9UM13 D3DNZ7 Q2V500 Q9UG51 Q9Y5R0"	"183"	"185"	"11524682"	"coimmunoprecipitation; mutation analysis; mutation disrupting interaction; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002492"	"DEG"	"DEG_APCC_TPR_1"	"CDC20_HUMAN"	"Q12834"	"Q12834 B2R6Z6 D3DPJ1 Q5JUY4 Q9BW56 Q9UQI9"	"497"	"499"	"12956947"	"competition binding; pull down; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002490"	"DEG"	"DEG_APCC_TPR_1"	"CDC20_YEAST"	"P26309"	"P26309 D6VU31"	"608"	"610"	"21118994 15916961 19362536 12574115"	"alanine scanning; anti tag coimmunoprecipitation; comigration in non denaturing gel electrophoresis; mutation analysis; mutation disrupting interaction; pull down; radiolabel; tandem affinity purification; ubiquitinase assay"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI002491"	"DEG"	"DEG_APCC_TPR_1"	"CDH1_YEAST"	"P53197"	"P53197 D6VUD5"	"564"	"566"	"15916961 19362536 12574115"	"alanine scanning; comigration in non denaturing gel electrophoresis; mutation analysis; mutation disrupting interaction; pull down; radiolabel; tandem affinity purification; ubiquitinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002496"	"DEG"	"DEG_APCC_TPR_1"	"CORT_DROME"	"Q960N3"	"Q960N3 Q9VMA1"	"481"	"483"	"18020708"	"coimmunoprecipitation; knock out; western blot"	"true positive"	""	"Drosophila melanogaster"
"ELMI002488"	"DEG"	"DEG_APCC_TPR_1"	"FZR2_ARATH"	"Q8L3Z8"	"Q8L3Z8 O82740"	"481"	"483"	"17944809"	"interologs; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002489"	"DEG"	"DEG_APCC_TPR_1"	"FZR3_ARATH"	"Q8LPL5"	"Q8LPL5 Q9FFY8"	"479"	"481"	"17944809"	"interologs; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002493"	"DEG"	"DEG_APCC_TPR_1"	"FZR_HUMAN"	"Q9UM11"	"Q9UM11 O75869 Q86U66 Q96NW8 Q9UI96 Q9ULH8 Q9UM10 Q9UNQ1 Q9Y2T8"	"494"	"496"	"15916961 12956947"	"competition binding; cross linking study; mutation analysis; mutation disrupting interaction; pull down; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002482"	"DEG"	"DEG_APCC_TPR_1"	"KI18A_HUMAN"	"Q8NI77"	"Q8NI77 Q4VPE3 Q86VS5 Q9H0F3"	"896"	"898"	"23288039"	"coimmunoprecipitation; fluorescence microscopy; mutation analysis; mutation disrupting interaction; rna interference; ubiquitinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002484"	"DEG"	"DEG_APCC_TPR_1"	"MES1_SCHPO"	"P41005"	"P41005"	"99"	"101"	"22844260"	"sequence based prediction"	"unknown"	""	"Schizosaccharomyces pombe 972h-"
"ELMI002497"	"DEG"	"DEG_APCC_TPR_1"	"MFR1_SCHPO"	"O94423"	"O94423"	"419"	"421"	"12956947"	"sequence based prediction"	"unknown"	""	"Schizosaccharomyces pombe 972h-"
"ELMI002481"	"DEG"	"DEG_APCC_TPR_1"	"NEK2_HUMAN"	"P51955"	"P51955 Q53FD6 Q5I1Z9 Q5VXZ1 Q6NZX8 Q7Z634 Q86XH2 Q96QN9"	"443"	"445"	"23288039 16648845"	"coimmunoprecipitation; competition binding; fluorescence microscopy; immunodepleted coimmunoprecipitation; mutation analysis; mutation disrupting interaction; rna interference; ubiquitinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002487"	"DEG"	"DEG_APCC_TPR_1"	"Q3E906_ARATH"	"Q3E906"	"Q3E906"	"447"	"449"	"17944809"	"interologs; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002501"	"DEG"	"DEG_APCC_TPR_1"	"Q6UZ79_MEDTR"	"Q6UZ79"	"Q6UZ79"	"469"	"471"	"14742878"	"interologs; sequence based prediction"	"unknown"	""	"Medicago truncatula"
"ELMI002483"	"DEG"	"DEG_APCC_TPR_1"	"Q9M2R1_ARATH"	"Q9M2R1"	"Q9M2R1"	"241"	"243"	"22844260"	"mutation analysis; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002500"	"DEG"	"DEG_APCC_TPR_1"	"Q9M7I2_MEDTR"	"Q9M7I2"	"Q9M7I2"	"473"	"475"	"14742878"	"mutation analysis; pull down"	"true positive"	""	"Medicago truncatula"
"ELMI002485"	"DEG"	"DEG_APCC_TPR_1"	"Q9S7I8_ARATH"	"Q9S7I8"	"Q9S7I8"	"445"	"447"	"21687678 17944809"	"interologs; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002486"	"DEG"	"DEG_APCC_TPR_1"	"Q9SZA4_ARATH"	"Q9SZA4"	"Q9SZA4"	"455"	"457"	"21687678 17944809"	"interologs; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002498"	"DEG"	"DEG_APCC_TPR_1"	"Q9W1F6_DROME"	"Q9W1F6"	"Q9W1F6"	"449"	"451"	"16763193"	"interologs; sequence based prediction"	"unknown"	""	"Drosophila melanogaster"
"ELMI002502"	"DEG"	"DEG_APCC_TPR_1"	"SLP1_SCHPO"	"P78972"	"P78972"	"486"	"488"	"18082611"	"interologs; sequence based prediction"	"unknown"	""	"Schizosaccharomyces pombe 972h-"
"ELMI002499"	"DEG"	"DEG_APCC_TPR_1"	"SRW1_SCHPO"	"O13286"	"O13286 A7VJ97"	"554"	"556"	"9736616"	"interologs; sequence based prediction"	"unknown"	""	"Schizosaccharomyces pombe 972h-"
"ELMI003206"	"DEG"	"DEG_COP1_1"	"ETS1_HUMAN"	"P14921"	"P14921 A9UL17 F5GYX9 Q14278 Q16080 Q6N087 Q96AC5"	"273"	"283"	"25117710"	"alanine scanning; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003204"	"DEG"	"DEG_COP1_1"	"ETS2_HUMAN"	"P15036"	"P15036 A6NM68 D3DSH6 Q53Y89"	"46"	"56"	"25117710"	"alanine scanning; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003205"	"DEG"	"DEG_COP1_1"	"ETS2_HUMAN"	"P15036"	"P15036 A6NM68 D3DSH6 Q53Y89"	"301"	"311"	"25117710"	"alanine scanning; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002764"	"DEG"	"DEG_COP1_1"	"ETV1_HUMAN"	"P50549"	"P50549 A4D118 B2R768 B7Z2I4 B7Z618 B7Z9P2 C9JT37 E9PHB1 F5GXR2 O75849 Q4KMQ6 Q59GA7 Q6AI30 Q9UQ71 Q9Y636"	"67"	"74"	"21572435"	"anti tag coimmunoprecipitation; coimmunoprecipitation; mutation analysis; ubiquitinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002765"	"DEG"	"DEG_COP1_1"	"ETV4_HUMAN"	"P43268"	"P43268 A8K314 B7Z5J3 B7Z9J6 Q96AW9"	"74"	"81"	"21572435"	"anti tag coimmunoprecipitation"	"true positive"	""	"Homo sapiens"
"ELMI002766"	"DEG"	"DEG_COP1_1"	"ETV5_HUMAN"	"P41161"	"P41161 A6NH46 Q6IBN5"	"66"	"73"	"21572435"	"anti tag coimmunoprecipitation"	"true positive"	""	"Homo sapiens"
"ELMI000270"	"DEG"	"DEG_COP1_1"	"HY5_ARATH"	"O24646"	"O24646"	"38"	"46"	"9659918"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Arabidopsis thaliana"
"ELMI003184"	"DEG"	"DEG_COP1_1"	"HYH_ARATH"	"Q8W191"	"Q8W191 Q8LB41 Q9LUN6"	"26"	"34"	"12023303"	"alanine scanning; beta galactosidase complementation; fluorescent resonance energy transfer; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI000269"	"DEG"	"DEG_COP1_1"	"JUND_HUMAN"	"P17535"	"P17535 Q53EK9"	"242"	"252"	"12615916"	"coimmunoprecipitation"	"true positive"	""	"Homo sapiens"
"ELMI000268"	"DEG"	"DEG_COP1_1"	"JUN_HUMAN"	"P05412"	"P05412 Q96G93"	"227"	"235"	"12615916"	"coimmunoprecipitation"	"true positive"	""	"Homo sapiens"
"ELMI000641"	"DEG"	"DEG_COP1_1"	"STH_ARATH"	"Q9SID1"	"Q9SID1 Q9C558"	"229"	"237"	"11226162"	"two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI003183"	"DEG"	"DEG_COP1_1"	"TRIB1_HUMAN"	"Q96RU8"	"Q96RU8 B4DMM6 C5HU08 O15180 Q9H2Y8"	"354"	"361"	"27041596"	"coimmunoprecipitation; competition binding; fluorescence polarization spectroscopy; mutation analysis; western blot; x-ray crystallography"	"true positive"	"5IGO 5IGQ"	"Homo sapiens"
"ELMI001943"	"DEG"	"DEG_CRL4_CDT2_1"	"CDN1A_HUMAN"	"P38936"	"P38936 Q14010 Q9BUT4"	"145"	"157"	"18703516 18794347"	"alanine scanning; anti tag coimmunoprecipitation; coimmunoprecipitation; fluorescence technology; rna interference; ubiquitinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002104"	"DEG"	"DEG_CRL4_CDT2_1"	"CDN1C_HUMAN"	"P49918"	"P49918"	"270"	"282"	"22634751"	"coimmunoprecipitation; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001942"	"DEG"	"DEG_CRL4_CDT2_1"	"CDT1_HUMAN"	"Q9H211"	"Q9H211 Q86XX9 Q96CJ5 Q96GK5 Q96H67 Q96HE6 Q9BWM0"	"4"	"15"	"16861906"	"coimmunoprecipitation; rna interference; western blot"	"true positive"	""	"Homo sapiens"
"ELMI001941"	"DEG"	"DEG_CRL4_CDT2_1"	"CDT1_XENLA"	"Q9I9A7"	"Q9I9A7 Q6GQH3"	"4"	"16"	"19595719"	"alanine scanning; coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; ubiquitinase assay; western blot"	"true positive"	""	"Xenopus laevis"
"ELMI001944"	"DEG"	"DEG_CRL4_CDT2_1"	"Q91603_XENLA"	"Q91603"	"Q91603"	"172"	"184"	"20606006"	"coimmunoprecipitation; glutathione s tranferase tag; immunodepleted coimmunoprecipitation; mutation disrupting interaction; pull down; ubiquitinase assay; western blot"	"true positive"	""	"Xenopus laevis"
"ELMI001945"	"DEG"	"DEG_CRL4_CDT2_1"	"SETD8_HUMAN"	"Q9NQR1"	"Q9NQR1 A8K9D0 Q86W83 Q8TD09"	"220"	"231"	"21220508 20932472"	"alanine scanning; coimmunoprecipitation; fluorescence technology; mutation disrupting interaction; rna interference; ubiquitinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI001946"	"DEG"	"DEG_CRL4_CDT2_2"	"E2F_DROME"	"Q27368"	"Q27368 O77035 Q5U0Z6"	"151"	"163"	"19081076"	"alanine scanning; coimmunoprecipitation; fluorescence-activated cell sorting; mutation disrupting interaction; rna interference"	"true positive"	""	"Drosophila melanogaster"
"ELMI002833"	"DEG"	"DEG_Kelch_actinfilin_1"	"GRIK2_RAT"	"P42260"	"P42260"	"881"	"885"	"17062563"	"alanine scanning; coimmunoprecipitation; mutation analysis; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI002827"	"DEG"	"DEG_Kelch_Keap1_1"	"AMER1_HUMAN"	"Q5JTC6"	"Q5JTC6 A2IB86 Q8N885"	"286"	"291"	"22215675"	"affinity chromatography technology; alanine scanning; competition binding; mutation analysis; nuclear magnetic resonance; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002830"	"DEG"	"DEG_Kelch_Keap1_1"	"BPTF_HUMAN"	"Q12830"	"Q12830 Q6NX67 Q7Z7D6 Q9UIG2"	"729"	"734"	"23892546"	"isothermal titration calorimetry; sequence based prediction"	"true positive"	""	"Homo sapiens"
"ELMI002822"	"DEG"	"DEG_Kelch_Keap1_1"	"CNC_DROME"	"P20482"	"P20482 A4V398 C7LAC2 O96506 Q1WWD8 Q9TZS3 Q9VCP6 Q9VCP8 Q9VCP9"	"458"	"463"	"12167159"	"sequence based prediction"	"true positive"	""	"Drosophila melanogaster"
"ELMI002826"	"DEG"	"DEG_Kelch_Keap1_1"	"IKKB_HUMAN"	"O14920"	"O14920 B4DZ30 B4E0U4 O75327"	"34"	"39"	"19818716"	"coimmunoprecipitation; mutation analysis; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002829"	"DEG"	"DEG_Kelch_Keap1_1"	"MYO7A_HUMAN"	"Q13402"	"Q13402 B9A011 F8VUN5 P78427 Q13321 Q14785 Q92821 Q92822"	"1636"	"1641"	"23892546"	"sequence based prediction"	"true positive"	""	"Homo sapiens"
"ELMI002821"	"DEG"	"DEG_Kelch_Keap1_1"	"NF2L1_HUMAN"	"Q14494"	"Q14494 D3DTU3 D3DTU5 Q12877 Q96FN6"	"231"	"236"	"12167159"	"sequence based prediction"	"true positive"	""	"Homo sapiens"
"ELMI002820"	"DEG"	"DEG_Kelch_Keap1_1"	"NF2L2_HUMAN"	"Q16236"	"Q16236 B2RBU2 B4E338 E9PGJ7 Q53RW6 Q59HH2 Q96F71"	"77"	"82"	"16888629"	"alanine scanning; coimmunoprecipitation; competition binding; x-ray crystallography"	"true positive"	"2FLU 3ZGC"	"Homo sapiens"
"ELMI002819"	"DEG"	"DEG_Kelch_Keap1_1"	"NF2L2_MOUSE"	"Q60795"	"Q60795 Q3UQK0"	"77"	"82"	"16507366 12167159"	"alanine scanning; green fluorescent protein tag; isothermal titration calorimetry; mutation analysis; two hybrid; x-ray crystallography"	"true positive"	"1X2J 1X2R"	"Mus musculus"
"ELMI002828"	"DEG"	"DEG_Kelch_Keap1_1"	"PALB2_HUMAN"	"Q86YC2"	"Q86YC2 A6NIE1 Q8N7Y6 Q8ND31 Q9H6W1"	"89"	"94"	"22331464"	"affinity chromatography technology; coimmunoprecipitation; mutation analysis; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002824"	"DEG"	"DEG_Kelch_Keap1_1"	"PGAM5_HUMAN"	"Q96HS1-1"	"Q96HS1 A9LN06 C9IZY7 Q96JB0"	"77"	"82"	"17046835"	"alanine scanning; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002825"	"DEG"	"DEG_Kelch_Keap1_1"	"PTMA_MOUSE"	"P26350"	"P26350 Q3UQV6"	"41"	"46"	"18391415 23318954"	"coimmunoprecipitation; isothermal titration calorimetry; nuclear magnetic resonance; peptide array; two hybrid; x-ray crystallography"	"true positive"	"2Z32"	"Mus musculus"
"ELMI002823"	"DEG"	"DEG_Kelch_Keap1_1"	"SQSTM_HUMAN"	"Q13501"	"Q13501 A6NFN7 B2R661 B3KUW5 Q13446 Q9BUV7 Q9BVS6 Q9UEU1"	"347"	"352"	"20452972"	"coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002831"	"DEG"	"DEG_Kelch_Keap1_1"	"SQSTM_MOUSE"	"Q64337"	"Q64337 Q99JM8"	"349"	"354"	"20173742"	"alanine scanning; coimmunoprecipitation; competition binding; glutathione s tranferase tag; isothermal titration calorimetry; pull down; x-ray crystallography"	"true positive"	"3ADE"	"Mus musculus"
"ELMI002832"	"DEG"	"DEG_Kelch_Keap1_2"	"NF2L2_MOUSE"	"Q60795"	"Q60795 Q3UQK0"	"26"	"32"	"24366543 17785452"	"alanine scanning; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; pull down; surface plasmon resonance; ubiquitinase assay; x-ray crystallography"	"true positive"	"2DYH 3WN7"	"Mus musculus"
"ELMI002834"	"DEG"	"DEG_Kelch_KLHL3_1"	"WNK1_HUMAN"	"Q9H4A3"	"Q9H4A3 A1L4B0 C5HTZ5 C5HTZ6 C5HTZ7 O15052 P54963 Q4VBX9 Q6IFS5 Q86WL5 Q8N673 Q9P1S9"	"628"	"637"	"23838290"	"coimmunoprecipitation; fluorescence polarization spectroscopy"	"true positive"	""	"Homo sapiens"
"ELMI002835"	"DEG"	"DEG_Kelch_KLHL3_1"	"WNK2_HUMAN"	"Q9Y3S1"	"Q9Y3S1 Q5VWF1 Q5VWF2 Q8IY36 Q9C0A3 Q9H3P4"	"588"	"597"	"23838290"	"coimmunoprecipitation; fluorescence polarization spectroscopy"	"true positive"	""	"Homo sapiens"
"ELMI002836"	"DEG"	"DEG_Kelch_KLHL3_1"	"WNK3_HUMAN"	"Q9BYP7"	"Q9BYP7 B1AKG2 Q5JRC1 Q6JP76 Q8TCX6 Q9HCK6"	"537"	"546"	"23838290"	"coimmunoprecipitation; fluorescence polarization spectroscopy"	"true positive"	""	"Homo sapiens"
"ELMI002837"	"DEG"	"DEG_Kelch_KLHL3_1"	"WNK4_HUMAN"	"Q96J92"	"Q96J92 Q8N8X3 Q8N8Z2 Q96DT8 Q9BYS5"	"557"	"566"	"24641320"	"coimmunoprecipitation; fluorescence polarization spectroscopy"	"true positive"	""	"Homo sapiens"
"ELMI002841"	"DEG"	"DEG_MDM2_SWIB_1"	"NUMB_HUMAN"	"P49757"	"P49757 B4E2B1 Q6NUQ7 Q86SY1 Q8WW73 Q9UBG1 Q9UEQ4 Q9UKE8 Q9UKE9 Q9UKF0 Q9UQJ4"	"616"	"623"	"9632782 12646252 22337874"	"glutathione s tranferase tag; his tag; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002842"	"DEG"	"DEG_MDM2_SWIB_1"	"NUMBL_HUMAN"	"Q9Y6R0"	"Q9Y6R0 Q7Z4J9"	"577"	"584"	""	"by homology"	"true positive"	""	"Homo sapiens"
"ELMI002838"	"DEG"	"DEG_MDM2_SWIB_1"	"P53_HUMAN"	"P04637"	"P04637 Q15086 Q15087 Q15088 Q16535 Q16807 Q16808 Q16809 Q16810 Q16811 Q16848 Q2XN98 Q3LRW1 Q3LRW2 Q3LRW3 Q3LRW4 Q3LRW5 Q86UG1 Q8J016 Q99659 Q9BTM4 Q9HAQ8 Q9NP68 Q9NPJ2 Q9NZD0 Q9UBI2 Q9UQ61"	"19"	"26"	"25591003 17284038 8875929"	"fluorescence polarization spectroscopy; isothermal titration calorimetry; x-ray crystallography"	"true positive"	"1YCR"	"Homo sapiens"
"ELMI002839"	"DEG"	"DEG_MDM2_SWIB_1"	"P63_HUMAN"	"Q9H3D4"	"Q9H3D4 O75080 O75195 O75922 O76078 Q6VEG2 Q6VEG3 Q6VEG4 Q6VFJ1 Q6VFJ2 Q6VFJ3 Q6VH20 Q7LDI3 Q7LDI4 Q7LDI5 Q96KR0 Q9H3D2 Q9H3D3 Q9H3P8 Q9NPH7 Q9P1B4 Q9P1B5 Q9P1B6 Q9P1B7 Q9UBV9 Q9UE10 Q9UP26 Q9UP27 Q9UP28 Q9UP74"	"55"	"62"	"25591003 11445003"	"isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance"	"true positive"	""	"Homo sapiens"
"ELMI002840"	"DEG"	"DEG_MDM2_SWIB_1"	"P73_HUMAN"	"O15350"	"O15350 B7Z9C1 O15351 Q17RN8 Q5TBV5 Q5TBV6 Q8NHW9 Q8TDY5 Q8TDY6 Q9NTK8"	"15"	"22"	"26025930 25591003"	"his tag; isothermal titration calorimetry; nuclear magnetic resonance; pull down"	"true positive"	"2MPS"	"Homo sapiens"
"ELMI002563"	"DEG"	"DEG_Nend_UBRbox_4"	"ERF71_ARATH"	"O22259"	"O22259"	"1"	"3"	"22020279"	"alanine scanning; inhibitor; western blot"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002566"	"DEG"	"DEG_Nend_UBRbox_4"	"F4IDA7_ARATH"	"F4IDA7"	"F4IDA7"	"1"	"3"	"22020279"	"alanine scanning; inhibitor; western blot"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002562"	"DEG"	"DEG_Nend_UBRbox_4"	"RA212_ARATH"	"Q9SSA8"	"Q9SSA8 O23113 Q8L9V3"	"1"	"3"	"22020279 22020282"	"alanine scanning; fluorescence microscopy; inhibitor; knock out; mutation analysis; western blot"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002565"	"DEG"	"DEG_Nend_UBRbox_4"	"RAP22_ARATH"	"Q9LUM4"	"Q9LUM4 O23104 Q8LE76"	"1"	"3"	"22020279"	"alanine scanning; inhibitor; western blot"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002564"	"DEG"	"DEG_Nend_UBRbox_4"	"RAP23_ARATH"	"P42736"	"P42736 O04382 O23105"	"1"	"3"	"22020279"	"alanine scanning; inhibitor; western blot"	"true positive"	""	"Arabidopsis thaliana"
"ELMI002561"	"DEG"	"DEG_Nend_UBRbox_4"	"RGS16_MOUSE"	"P97428"	"P97428 O09091 P97420 Q80V16"	"1"	"3"	"16222293 10783390"	"competition binding; knock out; radiolabel; western blot"	"true positive"	""	"Mus musculus"
"ELMI002559"	"DEG"	"DEG_Nend_UBRbox_4"	"RGS4_MOUSE"	"O08899"	"O08899 Q99L30"	"1"	"3"	"16217033 16222293 10783390"	"competition binding; de novo protein sequencing by mass spectrometry; edman degradation; knock out; mutation disrupting interaction; radiolabel; ubiquitinase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI002560"	"DEG"	"DEG_Nend_UBRbox_4"	"RGS5_MOUSE"	"O08850"	"O08850 Q543B1 Q9D0Z2"	"1"	"3"	"16217033 16222293"	"competition binding; knock out; mutation disrupting interaction; radiolabel; ubiquitinase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI001224"	"DEG"	"DEG_ODPH_VHL_1"	"EPAS1_HUMAN"	"Q99814"	"Q99814 Q86VA2 Q99630"	"403"	"416"	"14691554"	"mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001225"	"DEG"	"DEG_ODPH_VHL_1"	"EPAS1_HUMAN"	"Q99814"	"Q99814 Q86VA2 Q99630"	"529"	"542"	"14691554"	"mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001226"	"DEG"	"DEG_ODPH_VHL_1"	"EPAS1_HUMAN"	"Q99814"	"Q99814 Q86VA2 Q99630"	"574"	"585"	""	"sequence based prediction"	"true positive"	""	"Homo sapiens"
"ELMI001219"	"DEG"	"DEG_ODPH_VHL_1"	"HIF1A_HUMAN"	"Q16665"	"Q16665 Q53XP6 Q96PT9 Q9UPB1"	"400"	"413"	"12050673"	"surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001220"	"DEG"	"DEG_ODPH_VHL_1"	"HIF1A_HUMAN"	"Q16665"	"Q16665 Q53XP6 Q96PT9 Q9UPB1"	"562"	"574"	"12050673 12004076"	"isothermal titration calorimetry; surface plasmon resonance; x-ray crystallography"	"true positive"	"1LM8 1LQB"	"Homo sapiens"
"ELMI001223"	"DEG"	"DEG_ODPH_VHL_1"	"HIF1_CAEEL"	"G5EGD2"	"G5ECE6 Q8I4D0 G5EGD2"	"619"	"631"	"11427734"	"sequence based prediction"	"true positive"	""	"Caenorhabditis elegans"
"ELMI001222"	"DEG"	"DEG_ODPH_VHL_1"	"HIF3A_HUMAN"	"Q9Y2N7"	"Q9Y2N7 Q58A43 Q66K72 Q8WXA1 Q96K34 Q9H7Z9 Q9HAI2"	"490"	"502"	"12538644"	"coimmunoprecipitation; sequence based prediction"	"true positive"	""	"Homo sapiens"
"ELMI001221"	"DEG"	"DEG_ODPH_VHL_1"	"SIMA_DROME"	"Q24167"	"Q24167 Q9VAA5"	"1173"	"1184"	"8682312"	"sequence based prediction"	"true positive"	""	"Drosophila melanogaster"
"ELMI002518"	"DEG"	"DEG_SCF_COI1_1"	"A7XXZ0_SOLLC"	"A7XXZ0"	"A7XXZ0"	"199"	"216"	"17637677 18458331"	"his tag; pull down; two hybrid"	"true positive"	""	"Solanum lycopersicum"
"ELMI002519"	"DEG"	"DEG_SCF_COI1_1"	"B2XVS2_SOLLC"	"B2XVS2"	"B2XVS2"	"251"	"268"	"18458331"	"his tag; mutation analysis; pull down"	"true positive"	""	"Solanum lycopersicum"
